,cost,ingredients,level,name,quantity,total_time,type,beurre,oignon,oeuf
293,recipe-infos__level__container--level-1,"[""['1 pâte brisée'"", "" '80g  de sucre roux'"", "" '50g  de beurre'"", "" '3 oeuf'"", "" '3 citron']""]",recipe-infos__level__container--level-1,Tartelettes au citron facile,6 personnes,1h00,Dessert,50,,3
294,recipe-infos__level__container--level-1,"[""['1 pâte brisée'"", "" '6 cèpe'"", ' "" Huile d\'olive""', ' ""1gousse  d\'ail""', "" ' Crème fraîche'"", "" ' Parmesan râpé']""]",recipe-infos__level__container--level-1,Tartelettes aux cèpes,6 personnes,00h35,Entrée,0,,0
295,recipe-infos__level__container--level-1,"[""[' Pâte brisée'"", ' ""1 jaune d\'oeuf""', "" '1/4l  de lait'"", "" '1sachet  de sucre vanillé'"", "" '40g  de sucre'"", "" '30g  de farine'"", "" '2 pêche']""]",recipe-infos__level__container--level-1,Tartelettes aux pêches,4 personnes,00h50,Dessert,0,,1
296,recipe-infos__level__container--level-1,"[""['1 pâte sablée'"", ' ""125g  de poudre d\'amande""', "" '125g  de sucre en poudre'"", "" '73g  de beurre'"", "" '3 oeuf'"", "" ' Amande']""]",recipe-infos__level__container--level-1,Tartelettes amandine,8 personnes,00h50,Dessert,73,,3
297,recipe-infos__level__container--level-2,"[""['1.5 reblochon'"", "" '1.2kg  de pomme de terre'"", "" '1tranche  de jambon fumé'"", ' ""500g  d\'oignon""', ' ""40cl  d\'Apremont""', "" '1pincée  de sel'"", "" '1pincée  de poivre']""]",recipe-infos__level__container--level-2,Tartiflette,6 personnes,00h50,Plat principal,0,Yes,0
298,recipe-infos__level__container--level-2,"[""['250g  de reblochon'"", "" '250g  de lardons fumés'"", "" '800g  de pomme de terre'"", "" '2 oignon'"", "" '25g  de beurre'"", "" ' Gros sel']""]",recipe-infos__level__container--level-2,tartiflette facile,4 personnes,1h45,Plat principal,25,Yes,0
299,recipe-infos__level__container--level-1,"[""['5 endive'"", "" '3 oignon rouge'"", "" '200g  de lardons'"", "" '1/2 reblochon'"", ' ""1cuillère à soupe  d\'huile d\'olive""', "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Tartiflette aux endives,4 personnes,00h25,Plat principal,0,Yes,0
300,recipe-infos__level__container--level-1,"[""['6 oeuf'"", "" '200g  de sucre'"", "" '500g  de mascarpone'"", "" ' Boudoir'"", "" '20cl  de café'"", "" '1cuillère à café  de cacao']""]",recipe-infos__level__container--level-1,Tiramisu rapide,6 personnes,00h15,Dessert,0,,6
301,recipe-infos__level__container--level-3,"[""['500g  de mascarpone'"", "" '4 oeuf'"", "" '4cuillère à soupe  de sucre semoule'"", "" '20g  de sucre vanillé'"", "" ' Biscuit'"", "" '20cl  de café'"", "" '20cl  de marsala'"", "" ' Cacao amer']""]",recipe-infos__level__container--level-2,Tiramisu original,6 personnes,00h40,Dessert,0,,4
302,recipe-infos__level__container--level-2,"[""['250g  de crème'"", "" '100g  de crème fraîche allégée'"", "" '2 oeuf'"", "" '2cuillère à soupe  de sucre en poudre'"", "" ' Café'"", "" '1boîte  de biscuit à la cuillère'"", "" ' Chocolat en poudre']""]",recipe-infos__level__container--level-2,Tiramisu facile,5 personnes,00h30,Dessert,0,,2
303,recipe-infos__level__container--level-3,"['[""3 jaune d\'oeuf""', "" '5cuillère à soupe  de sucre en poudre'"", ' ""10cl  d\'amaretto""', "" '6cl  de café'"", "" '250g  de mascarpone'"", "" '15cl  de crème fleurette'"", "" '125g  de biscuit'"", "" '3cuillère à soupe  de cacao']""]",recipe-infos__level__container--level-3,Tiramisù,4 personnes,00h40,Dessert,0,,3
304,recipe-infos__level__container--level-3,"[""['2 oeuf'"", "" '60g  de sucre en poudre'"", "" '40g  de poudre de noisette'"", "" '2cuillère à soupe  de farine'"", "" '30g  de beurre'"", "" '1/2cuillère à café  de levure chimique'"", "" '200g  de pralinoise'"", "" 'paquet  de crêpe dentelle'"", "" '40g  de pralin'"", "" '500g  de crème'"", "" '300g  de chocolat noir'"", ' ""3cl  d\'Alcool""]']",recipe-infos__level__container--level-1,Le trianon ou royal de Nadine,8 personnes,2h15,Dessert,30,,2
305,recipe-infos__level__container--level-3,"[""['2 oeuf'"", "" '60g  de sucre en poudre'"", "" '60g  de farine'"", "" '180g  de chocolat blanc'"", "" '3/4paquet  de crêpe dentelle'"", "" 'paquet  de crêpe'"", "" '40g  de pralin'"", "" '2feuille  de gélatine'"", "" '500g  de mascarpone'"", "" '90g  de sucre'"", ' ""1cuillère à café  d\'extrait de vanille""]']",recipe-infos__level__container--level-2,Trianon Blanc,8 personnes,1h15,Dessert,0,,2
306,recipe-infos__level__container--level-2,"[""['2 oeuf'"", "" '60g  de sucre'"", ' ""40g  de poudre d\'amande""', "" '1cuillère à café  de levure chimique'"", "" '2cuillère à soupe  de farine'"", "" '40g  de beurre'"", "" '200g  de pralinoise'"", "" '3/4paquet  de crêpe dentelle'"", "" '40g  de pralin'"", "" '1 crème chantilly'"", "" '300g  de chocolat au lait']""]",recipe-infos__level__container--level-1,Trianon au chocolat,8 personnes,00h40,Dessert,40,,2
307,recipe-infos__level__container--level-2,"[""['200g  de spéculoos'"", "" '80g  de beurre'"", "" '100g  de crêpe dentelle'"", "" '100g  de pralinoise'"", "" '200g  de chocolat pâtissier'"", "" '20cl  de crème liquide'"", "" '50g  de beurre']""]",recipe-infos__level__container--level-1,Trianon aux spéculoos,6 personnes,00h20,Dessert,50,,0
308,recipe-infos__level__container--level-1,"[""['3cuillère à soupe  de beurre'"", "" '1 oignon'"", "" '250g  de champignon de Paris'"", "" '2cuillère à soupe  de farine'"", "" '1/4l  de bouillon'"", "" '1/2l  de lait'"", "" '1 citron'"", "" '2cuillère à soupe  de crème fraîche'"", "" '1cuillère à soupe  de persil'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Velouté de champignons,3 personnes,00h50,Entrée,3,Yes,0
309,recipe-infos__level__container--level-2,"[""['1barquette  de champignon de Paris'"", "" '4 pomme de terre'"", "" '1 oignon'"", ' ""4gousse  d\'ail""', "" ' Poivre'"", "" ' Sel'"", "" ' Muscade'"", "" ' Persil'"", "" '1 kub or'"", "" ' Crème liquide']""]",recipe-infos__level__container--level-1,Soupe de champignons,5 personnes,00h40,Entrée,0,Yes,0
310,recipe-infos__level__container--level-1,"[""['1 rôti de veau'"", "" '40g  de beurre'"", "" '1 oignon'"", "" ' Poivre'"", "" ' Sel'"", "" '6cuillère à café  de fond de veau'"", "" '1verre  de vin blanc'"", ' ""1cuillère à soupe  d\'herbes de Provence""', "" '1cuillère à soupe  de basilic'"", "" '500g  de champignon de Paris']""]",recipe-infos__level__container--level-2,Rôti de veau en cocotte aux champignons,6 personnes,00h50,Plat principal,40,Yes,0
311,recipe-infos__level__container--level-1,"[""['2 blanc de poulet'"", "" '200g  de champignon de Paris'"", "" '1 cube de bouillon'"", "" '2cuillère à café  de moutarde'"", "" '2cuillère à café  de crème fraîche allégée'"", ' ""2cuillère à café  d\'estragon""', ' ""2cuillère à café  d\'huile d\'olive""', "" '2 échalote'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,"Poulet à la moutarde, à l'estragon et aux champignons",2 personnes,00h40,Plat principal,0,,0
312,recipe-infos__level__container--level-1,"[""['6 oeuf'"", "" '1 mayonnaise'"", "" ' Saumon fumé'"", "" ' Aneth']""]",recipe-infos__level__container--level-1,Verrines très faciles,4 personnes,00h20,Plat principal,0,,6
313,recipe-infos__level__container--level-1,"[""['1sachet  de croûtons'"", "" '3 tomate'"", "" '1 concombre'"", "" ' Basilic'"", "" ' Crème fraîche'"", "" ' Moutarde'"", "" ' Vinaigre'"", "" ' Sel'"", "" ' Poivre'"", "" ' échalote'"", "" ' Herbes']""]",recipe-infos__level__container--level-1,Verrines colorées,7 personnes,00h15,Entrée,0,,0
