,cost,ingredients,level,name,quantity,total_time,type,beurre,oignon,oeuf
320,recipe-infos__level__container--level-1,"[""['2 oeuf'"", "" '2cuillère à café  de rhum'"", "" '100g  de crème'"", "" '125g  de beurre'"", "" '125g  de poudre de noisette'"", "" '125g  de sucre glace'"", "" '1pincée  de sel']""]",recipe-infos__level__container--level-1,Crème de noisettes,6 personnes,00h5,Dessert,125,,2
321,recipe-infos__level__container--level-1,"[""['230g  de beurre'"", "" '240g  de sucre'"", "" '2 oeuf'"", "" '240g  de farine'"", "" '125g  de poudre de noisette'"", "" '1cuillère  de vanille']""]",recipe-infos__level__container--level-1,Biscuits aux noisettes faciles,4 personnes,00h20,Confiserie,230,,2
322,recipe-infos__level__container--level-1,"[""['4 pomme'"", "" '1 pâte brisée'"", "" '100g  de noix de coco'"", "" '1 oeuf'"", "" '50g  de beurre'"", "" '100g  de sucre en poudre'"", "" '20g  de farine']""]",recipe-infos__level__container--level-1,Tarte aux pommes et à la noix de coco,6 personnes,00h55,Dessert,50,,1
323,recipe-infos__level__container--level-1,"[""['100g  de noix de coco rapée'"", "" '100g  de sucre en poudre'"", "" '10g  de farine'"", "" '1 oeuf']""]",recipe-infos__level__container--level-1,Rochers à la noix de coco,6 personnes,00h20,Confiserie,0,,1
324,recipe-infos__level__container--level-1,"[""['400ml  de lait concentré sucré'"", "" '400ml  de lait de coco'"", "" '4 oeuf'"", "" '1pincée  de muscade'"", "" '1sachet  de sucre vanillé'"", "" '1cuillère à soupe  de caramel']""]",recipe-infos__level__container--level-1,Flan onctueux à la noix de coco,8 personnes,00h55,Dessert,0,,4
325,recipe-infos__level__container--level-1,"[""['125g  de beurre demi-sel'"", "" '3 oeuf'"", "" '130g  de sucre roux'"", "" '1cuillère à soupe  de miel'"", "" '150g  de farine'"", "" '1/2sachet  de levure'"", "" '1 citron'"", "" '2cuillère à soupe  de nutella']""]",recipe-infos__level__container--level-1,Madeleines au coeur de nutella,30 personnes,00h23,Dessert,125,,3
326,recipe-infos__level__container--level-1,"[""['1 yaourt nature'"", ' ""1pot  d\'huile""', "" '2pot  de sucre semoule'"", "" '3pot  de farine'"", "" '4 oeuf'"", "" '1sachet  de sucre vanillé'"", "" '1sachet  de levure'"", "" '4cuillère à soupe  de nutella']""]",recipe-infos__level__container--level-1,Gâteau au yaourt et Nutella,6 personnes,00h35,Dessert,0,,4
327,recipe-infos__level__container--level-2,"[""['180g  de farine'"", "" '90g  de sucre'"", "" '1 oeuf'"", "" '125g  de beurre'"", "" '10cl  de lait'"", "" '1/2cuillère à café  de sel'"", "" '1/2cuillère à café  de vanille'"", "" '60g  de chocolat'"", "" '6cuillère à café  de nutella']""]",recipe-infos__level__container--level-1,Muffins nutella et pépites de chocolat,6 personnes,00h35,Dessert,125,,1
328,recipe-infos__level__container--level-2,"[""['280g  de farine'"", "" '1/2sachet  de levure chimique'"", "" '1pincée  de sel'"", "" '2 oeuf'"", "" '100g  de sucre en poudre'"", "" '1sachet  de sucre vanillé'"", "" '100g  de beurre'"", "" '10cl  de lait'"", "" '1 yaourt nature'"", "" '1petit pot  de nutella'"", "" ' Beurre']""]",recipe-infos__level__container--level-1,Muffins coeur de Nutella,12 personnes,00h30,Dessert,100,,2
329,recipe-infos__level__container--level-1,"[""['3 oeuf'"", "" '100g  de fromage blanc'"", "" '2 oignon'"", "" '1sachet  de levure'"", "" '1cuillère à soupe  de concentré de tomates'"", "" '100g  de gruyère râpé'"", "" '100g  de lardons fumés'"", "" '125g  de farine'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Cake salé aux oignons et aux lardons,6 personnes,00h45,Amuse-gueule,0,Yes,3
330,recipe-infos__level__container--level-1,"[""['4 blanc de poulet'"", "" '2 oignon jaune'"", "" '1pot  de crème fraîche allégée'"", "" ' Curry'"", "" ' Cumin'"", "" ' Piment'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Poulet curry et oignons facile,4 personnes,00h20,Plat principal,0,Yes,0
331,recipe-infos__level__container--level-2,"[""['4 orange'"", "" '175g  de farine'"", "" '175g  de beurre'"", "" '175g  de sucre en poudre'"", "" '125g  de sucre glace'"", "" '1/2sachet  de levure'"", "" '3 oeuf']""]",recipe-infos__level__container--level-1,Gâteau à l'orange,6 personnes,1h10,Dessert,175,,3
332,recipe-infos__level__container--level-2,"[""['4 oeuf'"", "" '250g  de sucre en poudre'"", "" '1sachet  de sucre vanillé'"", "" '250g  de farine'"", "" '1sachet  de levure chimique'"", ' ""1verre  de jus d\'orange""', ' ""1verre  d\'huile""]']",recipe-infos__level__container--level-1,Gâteau au jus d'orange,8 personnes,1h05,Dessert,0,,4
333,recipe-infos__level__container--level-1,"['[""75cl  de jus d\'orange""', "" '200g  de sucre glace'"", "" '1 citron']""]",recipe-infos__level__container--level-1,Sorbet a l'orange,6 personnes,00h5,Dessert,0,,0
334,recipe-infos__level__container--level-1,"[""['35cl  de rhum'"", ' ""35cl  de jus d\'orange""', "" '35cl  de sucre de canne'"", "" '1bâton  de cannelle'"", "" '3 girofle'"", "" ' Citron vert']""]",recipe-infos__level__container--level-1,Punch à l'orange,8 personnes,00h15,Boisson,0,,0
335,recipe-infos__level__container--level-2,"[""['1.25kg  de saint-pierre'"", "" '3 échalote'"", ' ""300g  d\'oseille""', "" '8cuillère  de crème fraîche'"", "" '40g  de beurre'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Poisson à l'oseille,6 personnes,00h25,Plat principal,40,,0
336,recipe-infos__level__container--level-1,"[""['2 oseille'"", "" '1 oeuf'"", "" '4cuillère à soupe  de crème fraîche'"", "" '1verre  de vermicelles']""]",recipe-infos__level__container--level-1,Soupe à l'oseille,4 personnes,00h15,Entrée,0,,1
337,recipe-infos__level__container--level-2,"['[""325g  d\'oseille""', "" '40g  de beurre'"", "" '2 échalote'"", "" '4cuillère à soupe  de vin blanc sec'"", "" '15cl  de crème fraîche'"", "" ' Poivre'"", "" ' Sel'"", "" '4pavé  de saumon'"", ' ""2cuillère à soupe  d\'huile""]']",recipe-infos__level__container--level-2,Saumon à l'oseille,4 personnes,00h35,Plat principal,40,,0
338,recipe-infos__level__container--level-1,"['[""1bouquet  d\'oseille""', "" '25cl  de crème fraîche']""]",recipe-infos__level__container--level-1,Sauce à l'oseille très simple,4 personnes,00h10,Sauce,0,,0
339,recipe-infos__level__container--level-3,"[""['300g  de farine de blé'"", ' ""60cl  d\'eau""', "" '15g  de levure'"", "" '2cuillère à café  de sel'"", "" '600g  de farine de blé']""]",recipe-infos__level__container--level-2,Pain,4 personnes,1h25,Entrée,0,,0
340,recipe-infos__level__container--level-3,"[""['15g  de sel'"", "" '500g  de farine'"", "" '25g  de levure de boulanger'"", ' ""32cl  d\'eau""]']",recipe-infos__level__container--level-1,Pain,6 personnes,3h35,Accompagnement,0,,0
341,recipe-infos__level__container--level-3,"[""['25cl  de lait'"", "" '3 oeuf'"", "" '75g  de sucre de canne'"", "" '6tranche épaisse  de pain']""]",recipe-infos__level__container--level-2,Pain perdu,4 personnes,00h30,Dessert,0,,3
342,recipe-infos__level__container--level-1,"[""['250g  de miel'"", "" '10cl  de lait'"", "" '100g  de beurre'"", "" '200g  de farine'"", "" '1/2sachet  de levure'"", "" '50g  de cassonade'"", "" '1 oeuf'"", "" '1pincée  de sel'"", "" ' Cannelle'"", "" ' Gingembre'"", "" ' Clou de girofle'"", "" ' Muscade'"", "" ' Noix'"", "" ' Noisette'"", "" ' Amande'"", "" ' Noix de coco'"", ' "" écorce d\'orange""]']",recipe-infos__level__container--level-1,Pain d'épices facile,8 personnes,00h50,Dessert,100,,1
343,recipe-infos__level__container--level-3,"[""['1pincée  de sel'"", ' ""4cuillère à soupe  d\'huile d\'olive""', "" '250g  de farine de maïs'"", "" '50g  de fromage râpé']""]",recipe-infos__level__container--level-2,Panisses,4 personnes,00h25,Dessert,0,,0
344,recipe-infos__level__container--level-1,"[""['6 panais'"", "" '1noix  de beurre'"", "" 'feuille  de persil'"", ' ""1cuillère à soupe  d\'huile de noix""', "" '2cuillère à soupe  de soja'"", "" '4goutte  de tamari']""]",recipe-infos__level__container--level-1,Poêlée de panais,2 personnes,00h25,Accompagnement,1,,0
345,recipe-infos__level__container--level-2,"[""['2 pamplemousse'"", "" '1pincée  de gingembre'"", "" '30g  de sucre'"", ' ""1l  d\'eau""]']",recipe-infos__level__container--level-1,Soda au pamplemousse,1 personnes,00h5,Boisson,0,,0
346,recipe-infos__level__container--level-1,"[""['1 pamplemousse'"", "" '1 yaourt'"", "" ' Sucre roux']""]",recipe-infos__level__container--level-1,pamplemousse vanillé,2 personnes,00h20,Dessert,0,,0
347,recipe-infos__level__container--level-1,"[""['1 pamplemousse'"", "" '100g  de crevette'"", "" ' Mayonnaise']""]",recipe-infos__level__container--level-1,Pamplemousse aux crevettes tout simple,2 personnes,00h20,Entrée,0,,0
348,recipe-infos__level__container--level-1,"[""['2 pamplemousse'"", "" '4cuillère à soupe  de sucre roux'"", "" '2cuillère à soupe  de beurre'"", "" '2cuillère à soupe  de rhum'"", "" '1/2cuillère à café  de cannelle']""]",recipe-infos__level__container--level-3,Pamplemousses grillés,2 personnes,00h15,Entrée,2,,0
349,recipe-infos__level__container--level-2,"[""['1 papaye'"", "" '7cuillère à soupe  de sucre'"", "" '4cuillère à soupe  de lait'"", "" '2 oeuf'"", "" '2cuillère à soupe  de farine'"", "" '1noisette  de beurre']""]",recipe-infos__level__container--level-1,Flan de Papaye,4 personnes,00h50,Dessert,1,,2
350,recipe-infos__level__container--level-1,"[""['1 papaye'"", "" '1 yaourt nature'"", "" ' Sucre'"", ' "" Jus d\'orange""', "" 'feuille  de menthe'"", "" 'demi  de citron'"", "" '8 glaçons']""]",recipe-infos__level__container--level-1,Smoothie à la papaye,2 personnes,00h5,Boisson,0,,0
351,recipe-infos__level__container--level-2,"[""['1kg  de papaye'"", "" '750g  de sucre'"", "" '1gousse  de vanille'"", "" '1/2 citron']""]",recipe-infos__level__container--level-1,Confiture de papaye,5 personnes,00h40,Confiserie,0,,0
352,recipe-infos__level__container--level-2,"[""['1 papaye'"", "" '1 pâte brisée'"", "" '2 oeuf'"", "" '150g  de sucre roux'"", "" '2cuillère à soupe  de farine'"", "" '2cuillère à soupe  de crème fraîche'"", "" '1cuillère à soupe  de rhum'"", "" '1sachet  de sucre'"", "" '1 citron'"", "" '1pincée  de cannelle'"", "" '1cuillère à café  de vanille']""]",recipe-infos__level__container--level-1,Tarte à la papaye,6 personnes,1h00,Dessert,0,,2
353,recipe-infos__level__container--level-3,"[""['2 oeuf'"", "" '60g  de sucre'"", "" '60g  de farine'"", "" '250g  de coulis'"", "" '250g  de coulis'"", "" '5feuille  de gélatine'"", "" '350g  de crème fraîche'"", "" '35g  de gelée'"", "" '1/2feuille  de gélatine'"", ' "" Pâte d\'amande""', "" ' Copeaux de chocolat blanc']""]",recipe-infos__level__container--level-2,Délice aux framboises et aux fruits de la passion,8 personnes,1h40,Dessert,0,,2
354,recipe-infos__level__container--level-2,"[""['1tasse  de fruit de la passion'"", "" '1tasse  de sucre'"", "" '2tasse  de crème'"", "" '8 oeuf'"", "" '6feuille  de gélatine'"", "" '20cl  de crème'"", "" '10cl  de yaourt à la grecque'"", "" ' Lait concentré sucré'"", "" '1zeste  de citron']""]",recipe-infos__level__container--level-1,Mousse de la passion,10 personnes,00h20,Dessert,0,,8
355,recipe-infos__level__container--level-2,"[""['16 gambas'"", "" '50cl  de fumet'"", "" '10cl  de jus de fruit de la passion'"", "" '10cl  de crème fraîche'"", "" ' Poivre'"", "" ' Sel'"", "" '2 fruit de la passion'"", "" '50g  de beurre'"", "" '80g  de riz'"", "" ' Persil']""]",recipe-infos__level__container--level-2,Gambas passionnément,4 personnes,00h50,Plat principal,50,,0
356,recipe-infos__level__container--level-2,"[""['500g  de mascarpone'"", "" '350g  de glace à la passion'"", "" '50g  de sucre glace'"", "" '30 biscuit rose de Reims']""]",recipe-infos__level__container--level-1,Tiramisu passion,12 personnes,00h20,Dessert,0,,0
357,recipe-infos__level__container--level-3,"[""['1 oeuf'"", "" '15g  de beurre'"", "" '10g  de sucre'"", "" '16cl  de lait'"", "" '250g  de farine'"", "" '50g  de raisins secs'"", "" '1sachet  de levure'"", "" '1pincée  de sel'"", "" '2goutte  de colorant'"", "" '2goutte  de colorant']""]",recipe-infos__level__container--level-1,Brioche pastèque,6 personnes,1h00,Dessert,15,,1
358,recipe-infos__level__container--level-2,"[""['1tranche  de pastèque'"", "" '1pincée  de noix de coco'"", ' ""1pincée  d\'amande""', "" '1pincée  de raisins secs'"", "" '1pincée  de vermicelles']""]",recipe-infos__level__container--level-1,Pizza Pastèque,4 personnes,00h5,Dessert,0,,0
359,recipe-infos__level__container--level-2,"[""['1/2 pastèque'"", "" '100g  de sucre glace'"", "" '12cl  de crème fraîche'"", "" '1 citron']""]",recipe-infos__level__container--level-1,Glace pastèque,6 personnes,00h15,Dessert,0,,0
360,recipe-infos__level__container--level-2,"[""['250g  de farine'"", "" '125g  de sucre semoule'"", "" '1 oeuf'"", "" '100g  de beurre'"", "" '1zeste  de citron'"", "" '1pincée  de sel']""]",recipe-infos__level__container--level-1,Pâte sablée,1 personnes,00h30,Dessert,100,,1
361,recipe-infos__level__container--level-1,"[""['3 oeuf'"", "" '1/4l  de lait'"", "" '10cl  de crème fraîche'"", "" '2grosse cuillère à soupe  de farine'"", "" '100g  de gruyère râpé'"", "" '4tranche  de jambon'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Quiche sans pâte,4 personnes,00h40,Plat principal,0,,3
362,recipe-infos__level__container--level-1,"[""['1kg  de pêche'"", "" '200g  de sucre'"", "" '200g  de beurre'"", "" '200g  de farine']""]",recipe-infos__level__container--level-1,Crumble aux pêches,6 personnes,00h45,Dessert,200,,0
363,recipe-infos__level__container--level-2,"[""['4 pêche'"", "" '50cl  de crème'"", "" '20cl  de crème liquide'"", "" '200g  de framboise'"", "" '200g  de sucre en poudre'"", "" '70g  de sucre glace'"", "" '1/2 citron'"", "" '1gousse  de vanille']""]",recipe-infos__level__container--level-1,Pêche Melba,4 personnes,00h35,Dessert,0,,0
364,recipe-infos__level__container--level-2,"[""['265g  de pois chiches'"", "" '1 citron'"", ' ""2cuillère à soupe  d\'huile""', ' ""1gousse  d\'ail""', "" '4cuillère à soupe  de persil'"", "" '12 olives noires'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Houmous au persil,4 personnes,00h10,Entrée,0,,0
365,recipe-infos__level__container--level-1,"[""['500g  de spaghetti'"", "" '2pavé  de carré frais'"", "" ' Persil'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Spaghettis au persil,5 personnes,00h15,Plat principal,0,,0
366,recipe-infos__level__container--level-1,"[""['1l  de bouillon de volaille'"", "" '1botte  de persil'"", "" '10g  de beurre'"", "" '6portion  de fromage'"", ' ""3gousse  d\'ail""]']",recipe-infos__level__container--level-1,Velouté de persil,4 personnes,00h25,Entrée,10,,0
367,recipe-infos__level__container--level-2,"[""['4 dorade'"", ' ""gousse  d\'ail""', "" '1 citron'"", "" '2dl  de vin blanc sec'"", "" '1bouquet  de persil'"", "" ' Oignon rouge'"", "" '1 tomate'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Dorades au persil,4 personnes,00h50,Plat principal,0,,0
368,recipe-infos__level__container--level-2,"[""['400g  de farine'"", "" '4 oeuf'"", "" '125g  de sucre'"", "" '150g  de beurre'"", "" '10cl  de lait'"", "" '15g  de levure de boulanger'"", ' ""15g  d\'anis""', "" '1/2 citron'"", "" '50g  de pignons']""]",recipe-infos__level__container--level-1,Coca de pignons,6 personnes,00h50,Dessert,150,,4
369,recipe-infos__level__container--level-2,"[""['150g  de beurre'"", "" '250g  de farine'"", "" '60g  de sucre glace'"", "" '1 oeuf'"", "" '100g  de beurre'"", "" '100g  de sucre glace'"", ' ""100g  de poudre d\'amande""', "" '3 oeuf'"", "" '60g  de pignons'"", "" '2cuillère à soupe  de rhum']""]",recipe-infos__level__container--level-1,Tarte aux pignons,6 personnes,00h50,Dessert,100,,3
370,recipe-infos__level__container--level-1,"[""['200g  de sucre glace'"", ' ""300g  de poudre d\'amande""', ' ""2 blanc d\'oeuf""', "" '500g  de pignons']""]",recipe-infos__level__container--level-2,Croissants aux pignons,6 personnes,00h15,Confiserie,0,,2
371,recipe-infos__level__container--level-1,"[""['1 pâte sablée'"", "" '100g  de sucre glace'"", "" '100g  de beurre'"", "" '2 oeuf'"", ' ""150g  de poudre d\'amande""', "" '150g  de pignons'"", ' "" Extrait d\'amande amère""', "" '1sachet  de nappage'"", "" '2cuillère à soupe  de sucre en poudre']""]",recipe-infos__level__container--level-2,Tarte aux pignons rapide,8 personnes,00h55,Dessert,100,,2
372,recipe-infos__level__container--level-1,"[""['1 pâte brisée'"", "" '1boîte  de poire'"", "" '100g  de beurre'"", "" '100g  de sucre'"", "" '2 oeuf'"", ' ""100g  d\'amande""', "" '25g  de farine'"", ' ""10cl  d\'alcool de poire""]']",recipe-infos__level__container--level-1,Tarte amandine aux poires,6 personnes,00h55,Dessert,100,,2
373,recipe-infos__level__container--level-1,"[""['4 poire'"", "" '125g  de chocolat noir'"", "" '120g  de farine'"", "" '50g  de cassonade'"", "" '100g  de beurre'"", ' ""15g  de poudre d\'amande""]']",recipe-infos__level__container--level-1,Crumble poires - chocolat,4 personnes,1h00,Dessert,100,,0
374,recipe-infos__level__container--level-2,"[""['3 poire'"", "" '100g  de chocolat'"", "" '1 pâte feuilletée'"", "" '2 oeuf'"", "" '100g  de beurre'"", ' ""100g  de poudre d\'amande""', "" '125g  de sucre en poudre']""]",recipe-infos__level__container--level-1,Tarte frangipane aux poires et au chocolat,6 personnes,00h40,Dessert,100,,2
375,recipe-infos__level__container--level-1,"[""['1 pâte sablée'"", "" '80g  de chocolat noir'"", "" '2cuillère à soupe  de lait'"", "" '3 oeuf'"", "" '6cuillère à soupe  de crème fraîche'"", "" '70g  de sucre'"", "" '1grosse boîte  de poire']""]",recipe-infos__level__container--level-1,Tarte chocolat - poires facile,6 personnes,00h45,Dessert,0,,3
376,recipe-infos__level__container--level-1,"[""['3 poireau'"", "" '4louche  de riz'"", "" '1 cube de bouillon'"", "" '1 vin blanc sec'"", "" ' Parmesan râpé'"", "" ' Beurre'"", "" ' Crème fraîche']""]",recipe-infos__level__container--level-1,risotto aux poireaux,4 personnes,00h30,Plat principal,0,,0
377,recipe-infos__level__container--level-1,"[""['600g  de poireau'"", "" '30g  de beurre'"", "" '1cuillère à soupe  de moutarde de dijon'"", "" '2cuillère à soupe  de crème fraîche'"", "" '2cuillère à soupe  de jus de citron'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Fondue aux poireaux,4 personnes,1h00,Accompagnement,30,,0
378,recipe-infos__level__container--level-2,"[""['1 pâte brisée'"", "" '2 poireau'"", "" '4tranche  de saumon fumé'"", "" '2 oeuf'"", "" '50g  de gruyère râpé'"", "" '4cuillère à soupe  de crème fraîche'"", "" '6cuillère à soupe  de lait'"", "" ' Poivre'"", "" ' Sel'"", "" ' Muscade']""]",recipe-infos__level__container--level-2,Quiche au poireau et saumon fumé,6 personnes,00h45,Entrée,0,,2
379,recipe-infos__level__container--level-1,"[""['2 poireau'"", "" '2 tomate'"", "" '3 oeuf'"", "" '1poignée  de fromage râpé'"", "" '30cl  de crème fraîche épaisse'"", "" ' Poivre'"", "" ' Sel'"", "" ' Pâte brisée']""]",recipe-infos__level__container--level-1,Tarte facile poireaux tomates,4 personnes,00h25,Plat principal,0,,3
380,recipe-infos__level__container--level-2,"[""['250g  de riz'"", "" '250g  de petit pois'"", "" '100g  de parmesan'"", "" '1 oignon'"", "" '100g  de beurre'"", "" '1.5l  de bouillon'"", "" '1 feuille de laurier'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Risotto aux petits pois et au parmesan,4 personnes,1h20,Plat principal,100,Yes,0
381,recipe-infos__level__container--level-2,"[""['kg  de petit pois'"", "" '1 pomme de terre'"", "" '1tablette  de bouillon de volaille'"", "" '1/2 oignon nouveau'"", ' ""1gousse  d\'ail""', "" '1/2 feuille de laurier'"", "" '1brin  de thym'"", "" '5feuille  de menthe'"", ' ""1cuillère à soupe  d\'huile d\'olive""]']",recipe-infos__level__container--level-1,Velouté aux cosses de petits pois,4 personnes,1h00,Entrée,0,Yes,0
382,recipe-infos__level__container--level-2,"[""['2rouleau  de pâte brisée'"", "" '1grosse boîte  de petit pois'"", "" '2 oeuf'"", "" '1paquet  de lardons'"", "" '1paquet  de brousse'"", "" '1paquet  de gruyère râpé']""]",recipe-infos__level__container--level-1,tourte aux petits pois lolo,6 personnes,00h35,Entrée,0,,2
383,recipe-infos__level__container--level-2,"[""['6cuillère à soupe  de fécule'"", "" '6noix  de beurre'"", "" '6cuillère à café  de poivre vert'"", "" '1 cube de bouillon'"", "" '75cl  de lait']""]",recipe-infos__level__container--level-2,Sauce au poivre,6 personnes,00h30,Sauce,6,,0
384,recipe-infos__level__container--level-1,"[""['4cuillère à café  de fond'"", ' ""10cl  d\'eau""', "" '100g  de fromage frais'"", "" '20cl  de crème fraîche'"", "" '2cuillère à café  de poivre']""]",recipe-infos__level__container--level-1,Sauce au poivre (facile),4 personnes,00h10,Sauce,0,,0
385,recipe-infos__level__container--level-1,"[""['3 poivron rouge'"", "" '2 oignon'"", "" '2 pomme de terre'"", "" '1 fromage'"", "" '2 cube de bouillon']""]",recipe-infos__level__container--level-1,Velouté aux poivrons et au boursin,4 personnes,00h50,Entrée,0,Yes,0
386,recipe-infos__level__container--level-1,"[""['6 filet de poulet'"", "" '1 poivron rouge'"", "" '20cl  de crème liquide'"", "" ' Beurre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Filets de poulet à la crème de poivron facile,4 personnes,00h45,Plat principal,0,,0
387,recipe-infos__level__container--level-2,"[""['1 pâte feuilletée'"", "" '3 poivron rouge'"", "" '2 oignon'"", "" '1cuillère à soupe  de sucre'"", ' ""1 jaune d\'oeuf""]']",recipe-infos__level__container--level-1,chaussons aux poivrons faciles,4 personnes,00h50,Entrée,0,Yes,1
388,recipe-infos__level__container--level-1,"[""['1kg  de courgette'"", "" '2 aubergine'"", "" '1bocal  de sauce tomate'"", "" '1cube  de bouquet garni'"", ' "" Huile d\'olive""]']",recipe-infos__level__container--level-1,Ratatouille sans poivrons,6 personnes,00h40,Accompagnement,0,,0
389,recipe-infos__level__container--level-2,"[""['1 grenade'"", "" '1 pomélo'"", "" '160g  de mesclun'"", "" '3cuillère à soupe  de vinaigre balsamique']""]",recipe-infos__level__container--level-1,Salade fraîcheur au pomélo et grenade,4 personnes,00h10,Entrée,0,,0
390,recipe-infos__level__container--level-3,"[""['2cuillère à soupe  de thé'"", ' ""1l  d\'eau""', "" '1sachet  de vitpris'"", "" '600g  de sucre en poudre'"", "" '4 orange'"", "" '1 pomelo chinois'"", "" '8 clémentine'"", "" 'feuille  de menthe']""]",recipe-infos__level__container--level-1,Salade d'agrumes à la gelée d'earl grey (13ème rencontre Marmiton),4 personnes,00h50,Dessert,0,,0
391,recipe-infos__level__container--level-2,"[""['250g  de tomate cerise'"", "" '1 melon'"", "" '1 chorizo'"", "" '1 pomelo chinois']""]",recipe-infos__level__container--level-1,Tomates cerise pour l'apéritif,4 personnes,00h30,Entrée,0,,0
392,recipe-infos__level__container--level-2,"[""['1l  de rhum'"", "" '75cl  de goyave'"", "" '75cl  de jus de banane'"", ' ""75cl  de jus d\'ananas""', "" '1l  de fruits'"", "" '25cl  de sucre de canne'"", "" '1/2 ananas'"", "" '2 citron vert'"", "" '1 pomélo'"", "" '2gousse  de vanille']""]",recipe-infos__level__container--level-2,Punch planteur fruité à la vanille,4 personnes,00h30,Boisson,0,,0
393,recipe-infos__level__container--level-2,"[""['3 pomelo chinois'"", "" '500g  de sucre'"", "" '1sachet  de sucre'"", "" '7g  de sirop']""]",recipe-infos__level__container--level-1,Pâtes de fruits aux pomelos,36 personnes,1h05,Confiserie,0,,0
394,recipe-infos__level__container--level-1,"[""['1.5kg  de pomme'"", "" '750g  de sucre en poudre'"", ' ""1verre  d\'eau""', "" 'zeste  de citron']""]",recipe-infos__level__container--level-1,Pommée,6 personnes,1h15,Dessert,0,,0
395,recipe-infos__level__container--level-2,"[""['1 pâte brisée'"", "" '6 pomme'"", "" '1sachet  de sucre vanillé'"", "" '30g  de beurre']""]",recipe-infos__level__container--level-1,Tarte aux pommes,6 personnes,00h55,Dessert,30,,0
396,recipe-infos__level__container--level-3,"[""['4 cuisse de poulet'"", "" '1 oignon'"", "" '1 aubergine'"", "" '1 courgette'"", "" '3 pomme de terre'"", ' ""6gousse  d\'ail""', "" '1 échalote'"", "" '3cuillère à soupe  de thym'"", "" '2cuillère à soupe  de persil'"", "" '1cuillère à café  de coriandre'"", "" '1cuillère à soupe  de piment de Cayenne'"", ' ""3cuillère à soupe  d\'épices à colombo""', "" ' Citron'"", "" '1cuillère à soupe  de vinaigre'"", "" '15cl  de lait de coco'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Colombo de poulet,4 personnes,1h20,Plat principal,0,Yes,0
397,recipe-infos__level__container--level-2,"[""['1 poulet'"", "" '1kg  de tomate'"", "" '700g  de poivron'"", "" '3 oignon'"", ' ""3gousse  d\'ail""', "" '20cl  de vin blanc'"", "" '1 bouquet garni'"", ' ""6cuillère à soupe  d\'huile d\'olive""', "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-2,Poulet basquaise,6 personnes,1h20,Plat principal,0,Yes,0
398,recipe-infos__level__container--level-2,"[""['1 poulet'"", "" '2cuillère à café  de paprika'"", ' ""4cuillère à soupe  d\'huile d\'olive""', "" '2 oignon'"", ' ""6gousse  d\'ail""', "" '150g  de chorizo'"", "" '400g  de tomates concassées'"", "" '2 feuille de laurier'"", "" '5cuillère à soupe  de Xérès'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Poulet au chorizo,4 personnes,1h30,Plat principal,0,Yes,0
399,recipe-infos__level__container--level-2,"[""['350g  de riz rond'"", "" '350g  de poulet'"", "" '200g  de chorizo'"", "" '200g  de lardons fumés'"", "" '1 oignon'"", ' ""1gousse  d\'ail""', "" '100g  de coulis'"", "" '75cl  de bouillon de poule'"", "" ' Sel'"", "" '1cuillère à café  de piment de Cayenne'"", "" '2 céleri'"", "" '1 poivron rouge'"", "" '1 feuille de laurier'"", "" '1pincée  de sauge'"", "" '2pincée  de thym'"", ' ""10cl  d\'huile d\'olive""]']",recipe-infos__level__container--level-2,Jambalaya poulet,6 personnes,1h05,Plat principal,0,Yes,0
400,recipe-infos__level__container--level-1,"[""['1kg  de porc'"", "" '3 carotte'"", "" '1 oignon'"", ' ""1boîte  d\'olives noires""', "" '300g  de champignon de Paris'"", "" '1grosse boîte  de marrons'"", "" ' Herbes de Provence'"", ' "" Huile d\'olive""', "" ' Vin blanc sec']""]",recipe-infos__level__container--level-1,Porc à la cévenole,8 personnes,2h15,Plat principal,0,Yes,0
401,recipe-infos__level__container--level-2,"[""['1kg  de sauté de porc'"", "" '2 oignon'"", "" '3 carotte'"", "" '30g  de beurre'"", ' ""2cuillère à soupe  d\'huile d\'olive""', "" '25cl  de vin blanc'"", ' ""25cl  d\'eau""', "" '20cl  de crème fraîche épaisse'"", "" '2cuillère à soupe  de moutarde'"", "" '2cuillère à soupe  de farine']""]",recipe-infos__level__container--level-1,Sauté de porc à la crème de moutarde,4 personnes,00h40,Plat principal,30,Yes,0
